੪੦	ਚਾਲੀਸ
੫੦	ਪਚਾਸ
੬੦	ਸਾਠ
੭੦	ਸੱਤਰ
੮੦	ਅੱਸੀ
੯੦	ਨੱਬੇ
੧੦	ਦਸ
੧੧	ਗਿਆਰਾਂ
੧੨	ਬਾਰਾਂ
੧੩	ਤੇਰਾਂ
੧੪	ਚੌਦਾਂ
੧੫	ਪੰਦਰਾਂ
੧੫	ਪੰਦਰਾਂ
੧੬	ਸੋਲਾਂ
੧੭	ਸਤਾਰਾਂ
੧੭	ਸਤਾਰਾਂ
੧੮	ਅਠਾਰਾਂ
੧੮	ਅਠਾਰਾਂ
੧੮	ਅਠਾਰਾਂ
੧੯	ਉਨੀ
੧੯	ਉਨੀ
੨੦	ਵੀਹ
੨੧	ਇੱਕੀ
੨੧	ਇੱਕੀ
੨੧	ਇੱਕੀ
੨੨	ਬਾਈ
੨੨	ਬਾਈ
੨੩	ਤੇਈ
੨੩	ਤੇਈ
੨੪	ਚੌਵੀ
੨੫	ਪੱਚੀ
੨੫	ਪੱਚੀ
੨੬	ਛੱਬੀ
੨੬	ਛੱਬੀ
੨੭	ਸਤਾਈ
੨੭	ਸਤਾਈ
੨੭	ਸਤਾਈ
੨੭	ਸਤਾਈ
੨੮	ਅਠਾਈ
੨੮	ਅਠਾਈ
੨੮	ਅਠਾਈ
੨੮	ਅਠਾਈ
੨੯	ਉਣੱਤੀ
੨੯	ਉਣੱਤੀ
੩੦	ਤੀਹ
੩੧	ਇਕੱਤੀ
੩੧	ਇਕੱਤੀ
੩੧	ਇਕੱਤੀ
੩੧	ਇਕੱਤੀ
੩੨	ਬੱਤੀ
੩੨	ਬੱਤੀ
੩੨	ਬੱਤੀ
੩੨	ਬੱਤੀ
੩੩	ਤੇਤੀ
੩੩	ਤੇਤੀ
੩੩	ਤੇਤੀ
੩੩	ਤੇਤੀ
੩੩	ਤੇਤੀ
੩੩	ਤੇਤੀ
੩੪	ਚੌਂਤੀ
੩੪	ਚੌਂਤੀ
੩੪	ਚੌਂਤੀ
੩੪	ਚੌਂਤੀ
੩੫	ਪੈਂਤੀ
੩੫	ਪੈਂਤੀ
੩੫	ਪੈਂਤੀ
੩੫	ਪੈਂਤੀ
੩੬	ਛੱਤੀ
੩੬	ਛੱਤੀ
੩੬	ਛੱਤੀ
੩੬	ਛੱਤੀ
੩੭	ਸੈਂਤੀ
੩੭	ਸੈਂਤੀ
੩੭	ਸੈਂਤੀ
੩੭	ਸੈਂਤੀ
੩੮	ਅਠਤੀ
੩੮	ਅਠਤੀ
੩੮	ਅਠਤੀ
੩੮	ਅਠਤੀ
੩੯	ਉਨਤਾਲੀ
੩੯	ਉਨਤਾਲੀ
੩੯	ਉਨਤਾਲੀ
੩੯	ਉਨਤਾਲੀ
੩੯	ਉਨਤਾਲੀ
੩੯	ਉਨਤਾਲੀ
੪੦	ਚਾਲੀ
੪੧	ਇਕਤਾਲੀ
੪੧	ਇਕਤਾਲੀ
੪੧	ਇਕਤਾਲੀ
੪੨	ਬਿਆਲੀ
੪੨	ਬਿਆਲੀ
੪੨	ਬਿਆਲੀ
੪੩	ਤਿਆਲੀ
੪੩	ਤਿਆਲੀ
੪੪	ਚੁਆਲੀ
੪੪	ਚੁਆਲੀ
੪੪	ਚੁਆਲੀ
੪੪	ਚੁਆਲੀ
੪੪	ਚੁਆਲੀ
੪੫	ਪੈਂਤਾਲੀ
੪੫	ਪੈਂਤਾਲੀ
੪੬	ਛਿਆਲੀ
੪੬	ਛਿਆਲੀ
੪੬	ਛਿਆਲੀ
੪੭	ਸਿਆਲੀ
੪੭	ਸਿਆਲੀ
੪੭	ਸਿਆਲੀ
੪੮	ਅਠਤਾਲੀ
੪੮	ਅਠਤਾਲੀ
੪੯	ਉਣੰਜਾ
੫੦	ਪੰਜਾਹ.git .github .gitignore .pre-commit-config.yaml CHANGELOG.md CONTRIBUTING.md Jenkinsfile LICENSE MANIFEST.in README.md __init__.py __pycache__ data environment.yml infer.py nemo_text_processing nemo_text_processing.egg-info reinstall.sh requirements setup.cfg setup.py tests tools tutorials 


Not found





.git .github .gitignore .pre-commit-config.yaml CHANGELOG.md CONTRIBUTING.md Jenkinsfile LICENSE MANIFEST.in README.md __init__.py __pycache__ data environment.yml infer.py nemo_text_processing nemo_text_processing.egg-info reinstall.sh requirements setup.cfg setup.py tests tools tutorials 



"Not found"



.git .github .gitignore .pre-commit-config.yaml CHANGELOG.md CONTRIBUTING.md Jenkinsfile LICENSE MANIFEST.in README.md __init__.py __pycache__ data environment.yml infer.py nemo_text_processing nemo_text_processing.egg-info reinstall.sh requirements setup.cfg setup.py tests tools tutorials 



"Not found"




.git .github .gitignore .pre-commit-config.yaml CHANGELOG.md CONTRIBUTING.md Jenkinsfile LICENSE MANIFEST.in README.md __init__.py __pycache__ data environment.yml infer.py nemo_text_processing nemo_text_processing.egg-info reinstall.sh requirements setup.cfg setup.py tests tools tutorials 
.git .github .gitignore .pre-commit-config.yaml CHANGELOG.md CONTRIBUTING.md Jenkinsfile LICENSE MANIFEST.in README.md __init__.py __pycache__ data environment.yml infer.py nemo_text_processing nemo_text_processing.egg-info reinstall.sh requirements setup.cfg setup.py tests tools tutorials 


Not found

